query,name,category,sub_category,sub_genre,productDescription,all_text,scores,scores_model_mxbai-rerank-xsmall-v1,scores_model_mxbai-rerank-large-v1,scores_model_mxbai-rerank-base-v1,scores_model_MiniLM,scores_model_jina-reranker-v1-turbo-en,scores_model_jina-reranker-v1-tiny-en,scores_model_bge-reranker-base
3 door fridge,215 L Horizontal Curve Design Single Door Refrigerator RR23C2H35RZ,Home Appliances,Refrigerators,One Door,"Explore the latest 215L Single Door Fridge with Curve Door Design. Know the features, price, & specs of this product & buy best Refrigerators at Samsung India.","215 L Horizontal Curve Design Single Door Refrigerator RR23C2H35RZ Home Appliances Refrigerators One Door Explore the latest 215L Single Door Fridge with Curve Door Design. Know the features, price, & specs of this product & buy best Refrigerators at Samsung India.",0.9733373,0.2598623,0.056727283,0.06604363,0.9733373,0.22539872,0.6547325,0.10825166
3 door fridge,183 L Stylish Grandé Design Single Door Refrigerator RR20C1824CU,Home Appliances,Refrigerators,One Door,"Buy 183L Single Door Fridge with Stylish Grande Design. Explore the features, price, specs, offers of this product & buy best Refrigerators at Samsung India.","183 L Stylish Grandé Design Single Door Refrigerator RR20C1824CU Home Appliances Refrigerators One Door Buy 183L Single Door Fridge with Stylish Grande Design. Explore the features, price, specs, offers of this product & buy best Refrigerators at Samsung India.",0.7755151,0.26127842,0.037484586,0.054247234,0.7755151,0.25446853,0.8274389,0.2090432
3 door fridge,183 L Stylish Grandé Design Single Door Refrigerator RR20C1823U8,Home Appliances,Refrigerators,One Door,"Buy 183L Single Door Fridge with Stylish Grande Design. Explore the features, price, specs, offers of this product & buy best Refrigerators at Samsung India.","183 L Stylish Grandé Design Single Door Refrigerator RR20C1823U8 Home Appliances Refrigerators One Door Buy 183L Single Door Fridge with Stylish Grande Design. Explore the features, price, specs, offers of this product & buy best Refrigerators at Samsung India.",0.9273149,0.2656768,0.03717493,0.054456573,0.9273149,0.25735193,0.81991774,0.18626727
3 door fridge,223 L Stylish Grandé Design Single Door Refrigerator RR24C2723CR,Home Appliances,Refrigerators,One Door,"Buy 223L Single Door Fridge with Stylish Grande Design. Explore the features, price, specs, offers of this product & buy best Refrigerators at Samsung India.","223 L Stylish Grandé Design Single Door Refrigerator RR24C2723CR Home Appliances Refrigerators One Door Buy 223L Single Door Fridge with Stylish Grande Design. Explore the features, price, specs, offers of this product & buy best Refrigerators at Samsung India.",0.9043093,0.27786663,0.037045933,0.053991154,0.9043093,0.21870658,0.67231,0.20730294
3 door fridge,183 L Stylish Grandé Design Single Door Refrigerator RR20C1723S8,Home Appliances,Refrigerators,One Door,"Buy 183L Single Door Fridge with Stylish Grande Design. Explore the features, price, specs, offers of this product & buy best Refrigerators at Samsung India.","183 L Stylish Grandé Design Single Door Refrigerator RR20C1723S8 Home Appliances Refrigerators One Door Buy 183L Single Door Fridge with Stylish Grande Design. Explore the features, price, specs, offers of this product & buy best Refrigerators at Samsung India.",0.9321403,0.26342013,0.036868315,0.056320388,0.9321403,0.25661403,0.82562274,0.17647164
3 door fridge,223 L Stylish Grandé Design Single Door Refrigerator RR24C2823S8,Home Appliances,Refrigerators,One Door,"Buy 223L Single Door Fridge with Stylish Grande Design. Explore the features, price, specs, offers of this product & buy best Refrigerators at Samsung India.","223 L Stylish Grandé Design Single Door Refrigerator RR24C2823S8 Home Appliances Refrigerators One Door Buy 223L Single Door Fridge with Stylish Grande Design. Explore the features, price, specs, offers of this product & buy best Refrigerators at Samsung India.",1.0159883,0.27653837,0.036305178,0.055789758,1.0159883,0.22658446,0.68875206,0.18118727
3 door fridge,183 L Stylish Grandé Design Single Door Refrigerator RR20C1824HN,Home Appliances,Refrigerators,One Door,"Buy 183L Single Door Fridge with Stylish Grande Design. Explore the features, price, specs, offers of this product & buy best Refrigerators at Samsung India.","183 L Stylish Grandé Design Single Door Refrigerator RR20C1824HN Home Appliances Refrigerators One Door Buy 183L Single Door Fridge with Stylish Grande Design. Explore the features, price, specs, offers of this product & buy best Refrigerators at Samsung India.",0.78131557,0.26458478,0.037383646,0.054459948,0.78131557,0.25226057,0.8139898,0.19369702
three door fridge,419 L BESPOKE AI Double Door Refrigerator RT45DB6A4B22,Home Appliances,Refrigerators,Double Door,"419 L Bespoke Double Door Refrigerator Online In Various Size, Colors & Designs At Best Prices Rt45Db6A4B22Hl Explore Specs & Shop Best Refrigerators  At Samsung India.","419 L BESPOKE AI Double Door Refrigerator RT45DB6A4B22 Home Appliances Refrigerators Double Door 419 L Bespoke Double Door Refrigerator Online In Various Size, Colors & Designs At Best Prices Rt45Db6A4B22Hl Explore Specs & Shop Best Refrigerators  At Samsung India.",0.7735342,0.10813316,0.0540521,0.04519324,0.7735342,0.25665888,0.5960507,0.27708012
three door fridge,419 L BESPOKE AI Double Door Refrigerator RT45DG6A2BSL,Home Appliances,Refrigerators,Double Door,"419 L BESPOKE AI Double Door Refrigerator Online In Various Size, Colors & Designs At Best Prices RT45DG6A2BSL Explore Specs & Shop Best Refrigerators  At Samsung India.","419 L BESPOKE AI Double Door Refrigerator RT45DG6A2BSL Home Appliances Refrigerators Double Door 419 L BESPOKE AI Double Door Refrigerator Online In Various Size, Colors & Designs At Best Prices RT45DG6A2BSL Explore Specs & Shop Best Refrigerators  At Samsung India.",0.80929786,0.10456377,0.048977155,0.042454906,0.80929786,0.25208125,0.59123117,0.21602
three door fridge,465 L BESPOKE AI Double Door Refrigerator RT51DB682A22,Home Appliances,Refrigerators,Double Door,"465 L BESPOKE AI Double Door Refrigerator Online In Various Size, Colors & Designs At Best Prices RT51DB682A22 Explore Specs & Shop Best Refrigerators  At Samsung India.","465 L BESPOKE AI Double Door Refrigerator RT51DB682A22 Home Appliances Refrigerators Double Door 465 L BESPOKE AI Double Door Refrigerator Online In Various Size, Colors & Designs At Best Prices RT51DB682A22 Explore Specs & Shop Best Refrigerators  At Samsung India.",0.6686725,0.10579757,0.051940456,0.046990443,0.6686725,0.2541437,0.5733571,0.2289711
three door fridge,419 L BESPOKE AI Double Door Refrigerator RT45DG6A4DBX,Home Appliances,Refrigerators,Double Door,"419 L BESPOKE AI Double Door Refrigerator Online In Various Size, Colors & Designs At Best Prices RT45DG6A4DBX Explore Specs & Shop Best Refrigerators  At Samsung India.","419 L BESPOKE AI Double Door Refrigerator RT45DG6A4DBX Home Appliances Refrigerators Double Door 419 L BESPOKE AI Double Door Refrigerator Online In Various Size, Colors & Designs At Best Prices RT45DG6A4DBX Explore Specs & Shop Best Refrigerators  At Samsung India.",0.8358413,0.10364617,0.049843226,0.045794096,0.8358413,0.2544385,0.5895393,0.1847484
three door fridge,465 L BESPOKE AI Double Door Refrigerator RT51DG682AB1,Home Appliances,Refrigerators,Double Door,"465 L BESPOKE AI Double Door Refrigerator Online In Various Size, Colors & Designs At Best Prices RT51DG682AB1 Explore Specs & Shop Best Refrigerators  At Samsung India.","465 L BESPOKE AI Double Door Refrigerator RT51DG682AB1 Home Appliances Refrigerators Double Door 465 L BESPOKE AI Double Door Refrigerator Online In Various Size, Colors & Designs At Best Prices RT51DG682AB1 Explore Specs & Shop Best Refrigerators  At Samsung India.",0.7289623,0.105943725,0.051477045,0.04817302,0.7289623,0.25652358,0.54668033,0.28171954
three door fridge,465 L BESPOKE AI Double Door Refrigerator RT51DG682BB1,Home Appliances,Refrigerators,Double Door,"465 L BESPOKE AI Double Door Refrigerator Online In Various Size, Colors & Designs At Best Prices RT51DG682BB1 Explore Specs & Shop Best Refrigerators  At Samsung India.","465 L BESPOKE AI Double Door Refrigerator RT51DG682BB1 Home Appliances Refrigerators Double Door 465 L BESPOKE AI Double Door Refrigerator Online In Various Size, Colors & Designs At Best Prices RT51DG682BB1 Explore Specs & Shop Best Refrigerators  At Samsung India.",0.72863716,0.105884075,0.051491648,0.048055645,0.72863716,0.25182942,0.5573116,0.2800677
three door fridge,396 L BESPOKE AI Double Door Refrigerator RT41DG6A2BB1,Home Appliances,Refrigerators,Double Door,"396 L BESPOKE AI Double Door Refrigerator Online In Various Size, Colors & Designs At Best Prices Rt41Db6A4B22 Explore Specs & Shop Best Refrigerators  At Samsung India.","396 L BESPOKE AI Double Door Refrigerator RT41DG6A2BB1 Home Appliances Refrigerators Double Door 396 L BESPOKE AI Double Door Refrigerator Online In Various Size, Colors & Designs At Best Prices Rt41Db6A4B22 Explore Specs & Shop Best Refrigerators  At Samsung India.",0.79848135,0.10945637,0.045379583,0.041705307,0.79848135,0.25114557,0.55450815,0.9010265
three door fridge,809 L BESPOKE 4-Door Flex Family Hub™ French Door Refrigerator RF71DB9950QD,Home Appliances,Refrigerators,French Door,"Buy 809L 4-Door Flex French Door Bespoke Family HubTM Refrigerator with AI Vision Inside, Auto Open Door, Triple Cooling. To Know more visit Samsung India.","809 L BESPOKE 4-Door Flex Family Hub™ French Door Refrigerator RF71DB9950QD Home Appliances Refrigerators French Door Buy 809L 4-Door Flex French Door Bespoke Family HubTM Refrigerator with AI Vision Inside, Auto Open Door, Triple Cooling. To Know more visit Samsung India.",3.9189734,0.13872446,0.28025812,0.19801849,3.9189734,0.3322293,0.6854413,0.44917378
three door fridge,650 L 4 Door Convertible French Door Refrigerator RF65DG90BDSG,Home Appliances,Refrigerators,French Door,"Buy 650L 4 door Convertible French Door Refrigerator with triple cooling, Flex Zone with 5 Convertible Modes. To know more visit Samsung India","650 L 4 Door Convertible French Door Refrigerator RF65DG90BDSG Home Appliances Refrigerators French Door Buy 650L 4 door Convertible French Door Refrigerator with triple cooling, Flex Zone with 5 Convertible Modes. To know more visit Samsung India",3.136661,0.14153586,0.17653945,0.1776683,3.136661,0.3241338,0.732689,0.2878354
three door fridge,650 L 4 Door Convertible French Door Refrigerator RF65DB90BD12,Home Appliances,Refrigerators,French Door,"Buy 650L Convertible French Door Refrigerator with Bespoke design, triple cooling. Know more features, price & specs. find best refrigerator at Samsung India.","650 L 4 Door Convertible French Door Refrigerator RF65DB90BD12 Home Appliances Refrigerators French Door Buy 650L Convertible French Door Refrigerator with Bespoke design, triple cooling. Know more features, price & specs. find best refrigerator at Samsung India.",3.7288547,0.13942158,0.15772325,0.15548491,3.7288547,0.3235478,0.66804963,0.4726625
three door fridge,215 L Digi-Touch Cool™ Single Door Refrigerator RR23D2F349R,Home Appliances,Refrigerators,One Door,"Buy 215L Digi Touch Cool Single Door Refrigerator online purple with Crown Door Design, Toughened Glass, LED Lamp. Know more features, price & specs visit here.","215 L Digi-Touch Cool™ Single Door Refrigerator RR23D2F349R Home Appliances Refrigerators One Door Buy 215L Digi Touch Cool Single Door Refrigerator online purple with Crown Door Design, Toughened Glass, LED Lamp. Know more features, price & specs visit here.",1.4954147,0.2104393,0.033571687,0.039596565,1.4954147,0.23917815,0.6298804,0.14147012
three door fridge,215 L Digi-Touch Cool™ Single Door Refrigerator RR23D2E35BX,Home Appliances,Refrigerators,One Door,"Buy 215L Digi Touch Cool Single Door Refrigerator online black. Explore features, price, offers & specs at Samsung India. Know more visit here.","215 L Digi-Touch Cool™ Single Door Refrigerator RR23D2E35BX Home Appliances Refrigerators One Door Buy 215L Digi Touch Cool Single Door Refrigerator online black. Explore features, price, offers & specs at Samsung India. Know more visit here.",0.8830666,0.1661466,0.024694111,0.036092144,0.8830666,0.23437802,0.6259322,0.089762986
three door fridge,215 L Horizontal Curve Design Single Door Refrigerator RR23D2H23BX,Home Appliances,Refrigerators,One Door,"Buy 215L Digi Touch Cool Single Door Refrigerator online black with Crown Door Design, Toughened Glass, LED Lamp. Know more features, price & specs visit here.","215 L Horizontal Curve Design Single Door Refrigerator RR23D2H23BX Home Appliances Refrigerators One Door Buy 215L Digi Touch Cool Single Door Refrigerator online black with Crown Door Design, Toughened Glass, LED Lamp. Know more features, price & specs visit here.",1.770567,0.20369397,0.047398273,0.042105775,1.770567,0.24959463,0.6635307,0.10225487
three door fridge,189 L Digi-Touch Cool™ Single Door Refrigerator RR21D2F25BX,Home Appliances,Refrigerators,One Door,"Buy 189L Digi-Touch Cool Single Door Refrigerator online. Explore features, price, offers & specs at Samsung India. Know more visit here.","189 L Digi-Touch Cool™ Single Door Refrigerator RR21D2F25BX Home Appliances Refrigerators One Door Buy 189L Digi-Touch Cool Single Door Refrigerator online. Explore features, price, offers & specs at Samsung India. Know more visit here.",0.9414146,0.18538512,0.02397337,0.038105074,0.9414146,0.2431564,0.6599644,0.06646228
three door fridge,215 L Horizontal Curve Design Single Door Refrigerator RR23D2H359U,Home Appliances,Refrigerators,One Door,"Buy 215L Horizontal Curve Design Single Door Refrigerator online blue. Avail exchange benefits, No Cost EMI, 10%Instant Bank Discount. To Know more visit here.","215 L Horizontal Curve Design Single Door Refrigerator RR23D2H359U Home Appliances Refrigerators One Door Buy 215L Horizontal Curve Design Single Door Refrigerator online blue. Avail exchange benefits, No Cost EMI, 10%Instant Bank Discount. To Know more visit here.",0.85163486,0.18753001,0.022880213,0.03367143,0.85163486,0.23633154,0.5962551,0.12855493
three door fridge,215 L Horizontal Curve Design Single Door Refrigerator RR23D2H259R,Home Appliances,Refrigerators,One Door,"Buy 215L Digi Touch Cool Single Door Refrigerator online purple. Avail exchange benefits, No Cost EMI, Instant Bank Discount. To Know more visit here.","215 L Horizontal Curve Design Single Door Refrigerator RR23D2H259R Home Appliances Refrigerators One Door Buy 215L Digi Touch Cool Single Door Refrigerator online purple. Avail exchange benefits, No Cost EMI, Instant Bank Discount. To Know more visit here.",1.3655692,0.1821933,0.02915654,0.032217428,1.3655692,0.25019646,0.60539305,0.18000354
three door fridge,183 L Stylish Grandé Design Single Door Refrigerator RR20D1723RZ,Home Appliances,Refrigerators,One Door,"Buy 183L Stylish Grandé Design Single Door Refrigerator. Avail exchange benefits, no cost emi, instant bank discount. To know more visit here.","183 L Stylish Grandé Design Single Door Refrigerator RR20D1723RZ Home Appliances Refrigerators One Door Buy 183L Stylish Grandé Design Single Door Refrigerator. Avail exchange benefits, no cost emi, instant bank discount. To know more visit here.",1.3645504,0.19012643,0.017251393,0.030145437,1.3645504,0.26905066,0.76420766,0.40211114
three door fridge,183 L Stylish Grandé Design Single Door Refrigerator RR20D1823RZ,Home Appliances,Refrigerators,One Door,"Buy 183L Stylish Grandé Design Single Door Refrigerator. Avail exchange benefits, no cost emi, instant bank discount. To know more visit Samsung India.","183 L Stylish Grandé Design Single Door Refrigerator RR20D1823RZ Home Appliances Refrigerators One Door Buy 183L Stylish Grandé Design Single Door Refrigerator. Avail exchange benefits, no cost emi, instant bank discount. To know more visit Samsung India.",1.0878943,0.1695274,0.016999606,0.03182033,1.0878943,0.26550612,0.74837184,0.43208838
three door fridge,215 L Horizontal Curve Design Single Door Refrigerator RR23D2H349R,Home Appliances,Refrigerators,One Door,"Buy 215L Digi Touch Cool Single Door Refrigerator online purple. Avail exchange benefits, No Cost EMI, 12.5%Instant Bank Discount. To Know more visit here.","215 L Horizontal Curve Design Single Door Refrigerator RR23D2H349R Home Appliances Refrigerators One Door Buy 215L Digi Touch Cool Single Door Refrigerator online purple. Avail exchange benefits, No Cost EMI, 12.5%Instant Bank Discount. To Know more visit here.",1.4188462,0.18135351,0.028566988,0.031645834,1.4188462,0.24369091,0.5973407,0.17629027
three door fridge,189 L Horizontal Curve Design Single Door Refrigerator RR21D2H259R,Home Appliances,Refrigerators,One Door,"Buy 189L Horizontal Curve Design Single Door Refrigerator online. Explore features, price, offers & specs at Samsung India. Know more visit here.","189 L Horizontal Curve Design Single Door Refrigerator RR21D2H259R Home Appliances Refrigerators One Door Buy 189L Horizontal Curve Design Single Door Refrigerator online. Explore features, price, offers & specs at Samsung India. Know more visit here.",0.5735585,0.18147452,0.026952416,0.04410201,0.5735585,0.22886363,0.6322981,0.08529319
french door fridge,809 L BESPOKE 4-Door Flex Family Hub™ French Door Refrigerator RF71DB9950QD,Home Appliances,Refrigerators,French Door,"Buy 809L 4-Door Flex French Door Bespoke Family HubTM Refrigerator with AI Vision Inside, Auto Open Door, Triple Cooling. To Know more visit Samsung India.","809 L BESPOKE 4-Door Flex Family Hub™ French Door Refrigerator RF71DB9950QD Home Appliances Refrigerators French Door Buy 809L 4-Door Flex French Door Bespoke Family HubTM Refrigerator with AI Vision Inside, Auto Open Door, Triple Cooling. To Know more visit Samsung India.",7.619379,0.80394435,0.9737965,0.9307083,7.619379,0.7668231,0.92735916,0.99781394
french door fridge,650 L 4 Door Convertible French Door Refrigerator RF65DG90BDSG,Home Appliances,Refrigerators,French Door,"Buy 650L 4 door Convertible French Door Refrigerator with triple cooling, Flex Zone with 5 Convertible Modes. To know more visit Samsung India","650 L 4 Door Convertible French Door Refrigerator RF65DG90BDSG Home Appliances Refrigerators French Door Buy 650L 4 door Convertible French Door Refrigerator with triple cooling, Flex Zone with 5 Convertible Modes. To know more visit Samsung India",7.3677397,0.81981933,0.95881736,0.95313436,7.3677397,0.7580649,0.9221652,0.99731845
french door fridge,650 L 4 Door Convertible French Door Refrigerator RF65DB90BD12,Home Appliances,Refrigerators,French Door,"Buy 650L Convertible French Door Refrigerator with Bespoke design, triple cooling. Know more features, price & specs. find best refrigerator at Samsung India.","650 L 4 Door Convertible French Door Refrigerator RF65DB90BD12 Home Appliances Refrigerators French Door Buy 650L Convertible French Door Refrigerator with Bespoke design, triple cooling. Know more features, price & specs. find best refrigerator at Samsung India.",7.5146556,0.7663822,0.9554217,0.931206,7.5146556,0.76957405,0.9299812,0.99823415
french door fridge,550 L Twin Cooling Plus™ French Door Refrigerator RF57A5032S9,Home Appliances,Refrigerators,French Door,"Buy 550L French Door Fridge with Twin Cooling Plus™ RF57A5032S9 with Convertible freezer, Fingerprint Resistant Finish. Know its price.","550 L Twin Cooling Plus™ French Door Refrigerator RF57A5032S9 Home Appliances Refrigerators French Door Buy 550L French Door Fridge with Twin Cooling Plus™ RF57A5032S9 with Convertible freezer, Fingerprint Resistant Finish. Know its price.",7.872223,0.9553566,0.97260284,0.9893506,7.872223,0.75218517,0.9392783,0.998735
french door fridge,870 L BESPOKE 4-Door Flex French Door Refrigerator RF90A92W3AP,Home Appliances,Refrigerators,French Door,"Buy Bespoke French Door Refrigerator in White (RF90A92W3AP/TL). Explore features, price & offers. Shop four door fridge at Samsung India.","870 L BESPOKE 4-Door Flex French Door Refrigerator RF90A92W3AP Home Appliances Refrigerators French Door Buy Bespoke French Door Refrigerator in White (RF90A92W3AP/TL). Explore features, price & offers. Shop four door fridge at Samsung India.",7.7129974,0.905998,0.9706468,0.8762006,7.7129974,0.80978054,0.93077224,0.99908936
french door fridge,620 L BESPOKE 4-Door Flex French Door Refrigerator RF63A91C377,Home Appliances,Refrigerators,French Door,"Buy 620L 4 door French Door Family Hub Fridge with Triple cooling, Smart view, and more. Shop refrigerator at Samsung India.","620 L BESPOKE 4-Door Flex French Door Refrigerator RF63A91C377 Home Appliances Refrigerators French Door Buy 620L 4 door French Door Family Hub Fridge with Triple cooling, Smart view, and more. Shop refrigerator at Samsung India.",7.8239946,0.92696756,0.97577715,0.9630701,7.8239946,0.81038135,0.93959075,0.9981686
french door fridge,693 L Digital Inverter Technology French Door Refrigerator RF60J9090SL,Home Appliances,Refrigerators,French Door,Buy 693L French Door Fridge RF60J9090SL with Digital Inverter Technology. Explore price & features of double door fridge at Samsung India.,693 L Digital Inverter Technology French Door Refrigerator RF60J9090SL Home Appliances Refrigerators French Door Buy 693L French Door Fridge RF60J9090SL with Digital Inverter Technology. Explore price & features of double door fridge at Samsung India.,7.247998,0.89408654,0.9394182,0.94956785,7.247998,0.7070538,0.9205528,0.9990314
french door fridge,594 L Triple Cooling French Door Refrigerator RF50K5910SL,Home Appliances,Refrigerators,French Door,"Buy 594L French Door Fridge RF50K5910SL. Explore 594L French Door with triple cooling including prices, offers, specifications & shop at Samsung India","594 L Triple Cooling French Door Refrigerator RF50K5910SL Home Appliances Refrigerators French Door Buy 594L French Door Fridge RF50K5910SL. Explore 594L French Door with triple cooling including prices, offers, specifications & shop at Samsung India",7.3024216,0.87225175,0.96789515,0.9745446,7.3024216,0.7430692,0.9212824,0.9985195
french door fridge,702 L Beverage Center French Door Refrigerator RF70A967FB1,Home Appliances,Refrigerators,French Door,"Buy 702L French Door Fridge with features like triple cooling, beverage center. Know more about this product and shop best refrigerators at Samsung India.","702 L Beverage Center French Door Refrigerator RF70A967FB1 Home Appliances Refrigerators French Door Buy 702L French Door Fridge with features like triple cooling, beverage center. Know more about this product and shop best refrigerators at Samsung India.",7.986796,0.93688494,0.9685264,0.9488725,7.986796,0.7896348,0.9232953,0.99951625
french door fridge,580 L Wi-Fi & Twin Cooling Plus™ French Door Refrigerator RF57B5132DX,Home Appliances,Refrigerators,French Door,"Buy 580L French Door Fridge (RF57B5132DX) with wifi embedded, convertible freezer, twin cooling. Shop Refrigerators at Samsung India.","580 L Wi-Fi & Twin Cooling Plus™ French Door Refrigerator RF57B5132DX Home Appliances Refrigerators French Door Buy 580L French Door Fridge (RF57B5132DX) with wifi embedded, convertible freezer, twin cooling. Shop Refrigerators at Samsung India.",8.019138,0.9612679,0.97485006,0.9758877,8.019138,0.7825508,0.9366773,0.99894315
french door fridge,810 L BESPOKE 4-Door Flex Family Hub™ French Door Refrigerator RF87A9770SG,Home Appliances,Refrigerators,French Door,"Buy 810L 4 door French Door Family Hub Fridge with Triple cooling, Smart view, AI control. Shop refrigerator at Samsung India.","810 L BESPOKE 4-Door Flex Family Hub™ French Door Refrigerator RF87A9770SG Home Appliances Refrigerators French Door Buy 810L 4 door French Door Family Hub Fridge with Triple cooling, Smart view, AI control. Shop refrigerator at Samsung India.",7.8594284,0.9187471,0.979536,0.9600389,7.8594284,0.7710017,0.92247707,0.99855894
french door fridge,868 L BESPOKE 4-Door Flex Family Hub™ French Door Refrigerator RF90A955387,Home Appliances,Refrigerators,French Door,"Buy 868L 4 door French Door Family Hub Fridge with Triple cooling, Smart view, AI control. Shop refrigerator at Samsung India","868 L BESPOKE 4-Door Flex Family Hub™ French Door Refrigerator RF90A955387 Home Appliances Refrigerators French Door Buy 868L 4 door French Door Family Hub Fridge with Triple cooling, Smart view, AI control. Shop refrigerator at Samsung India",7.9267774,0.8955543,0.97943443,0.95764375,7.9267774,0.7607837,0.9189116,0.99787974
french door fridge,650 L Dual Flex Zone French Door Refrigerator RF70A90T0SL,Home Appliances,Refrigerators,French Door,"Buy 650L 4 door French Door fridge (RF70A90T0SL) with Triple cooling, Smart view. Check features, specs, prices & offers. Shop Refrigerators at Samsung India.","650 L Dual Flex Zone French Door Refrigerator RF70A90T0SL Home Appliances Refrigerators French Door Buy 650L 4 door French Door fridge (RF70A90T0SL) with Triple cooling, Smart view. Check features, specs, prices & offers. Shop Refrigerators at Samsung India.",7.726576,0.94597644,0.9744846,0.96774596,7.726576,0.79017156,0.9305814,0.99843615
french door fridge,579 L Twin Cooling Plus™ French Door Refrigerator RF57A5232B1,Home Appliances,Refrigerators,French Door,"Buy 579L French Door Refrigerator Black RF57A5232B1 with Twin Cooling Plus™, Non Plumbing Water Dispenser. Know its price & Specs.","579 L Twin Cooling Plus™ French Door Refrigerator RF57A5232B1 Home Appliances Refrigerators French Door Buy 579L French Door Refrigerator Black RF57A5232B1 with Twin Cooling Plus™, Non Plumbing Water Dispenser. Know its price & Specs.",7.8336473,0.80421543,0.9573759,0.9645792,7.8336473,0.7351386,0.930667,0.998844
four door fridge,419 L BESPOKE AI Double Door Refrigerator RT45DB6A4B22,Home Appliances,Refrigerators,Double Door,"419 L Bespoke Double Door Refrigerator Online In Various Size, Colors & Designs At Best Prices Rt45Db6A4B22Hl Explore Specs & Shop Best Refrigerators  At Samsung India.","419 L BESPOKE AI Double Door Refrigerator RT45DB6A4B22 Home Appliances Refrigerators Double Door 419 L Bespoke Double Door Refrigerator Online In Various Size, Colors & Designs At Best Prices Rt45Db6A4B22Hl Explore Specs & Shop Best Refrigerators  At Samsung India.",0.7845696,0.13049185,0.08181332,0.04064478,0.7845696,0.6059802,0.8530511,0.93449914
four door fridge,419 L BESPOKE AI Double Door Refrigerator RT45DG6A2BSL,Home Appliances,Refrigerators,Double Door,"419 L BESPOKE AI Double Door Refrigerator Online In Various Size, Colors & Designs At Best Prices RT45DG6A2BSL Explore Specs & Shop Best Refrigerators  At Samsung India.","419 L BESPOKE AI Double Door Refrigerator RT45DG6A2BSL Home Appliances Refrigerators Double Door 419 L BESPOKE AI Double Door Refrigerator Online In Various Size, Colors & Designs At Best Prices RT45DG6A2BSL Explore Specs & Shop Best Refrigerators  At Samsung India.",0.52626526,0.1276248,0.071569495,0.039758135,0.52626526,0.5972725,0.86900467,0.6721138
four door fridge,465 L BESPOKE AI Double Door Refrigerator RT51DB682A22,Home Appliances,Refrigerators,Double Door,"465 L BESPOKE AI Double Door Refrigerator Online In Various Size, Colors & Designs At Best Prices RT51DB682A22 Explore Specs & Shop Best Refrigerators  At Samsung India.","465 L BESPOKE AI Double Door Refrigerator RT51DB682A22 Home Appliances Refrigerators Double Door 465 L BESPOKE AI Double Door Refrigerator Online In Various Size, Colors & Designs At Best Prices RT51DB682A22 Explore Specs & Shop Best Refrigerators  At Samsung India.",0.4544106,0.12928301,0.07240859,0.04787647,0.4544106,0.5394637,0.81623334,0.14631389
four door fridge,419 L BESPOKE AI Double Door Refrigerator RT45DG6A4DBX,Home Appliances,Refrigerators,Double Door,"419 L BESPOKE AI Double Door Refrigerator Online In Various Size, Colors & Designs At Best Prices RT45DG6A4DBX Explore Specs & Shop Best Refrigerators  At Samsung India.","419 L BESPOKE AI Double Door Refrigerator RT45DG6A4DBX Home Appliances Refrigerators Double Door 419 L BESPOKE AI Double Door Refrigerator Online In Various Size, Colors & Designs At Best Prices RT45DG6A4DBX Explore Specs & Shop Best Refrigerators  At Samsung India.",0.96280634,0.13196725,0.083273716,0.042156067,0.96280634,0.6093869,0.8623543,0.8487719
four door fridge,465 L BESPOKE AI Double Door Refrigerator RT51DG682AB1,Home Appliances,Refrigerators,Double Door,"465 L BESPOKE AI Double Door Refrigerator Online In Various Size, Colors & Designs At Best Prices RT51DG682AB1 Explore Specs & Shop Best Refrigerators  At Samsung India.","465 L BESPOKE AI Double Door Refrigerator RT51DG682AB1 Home Appliances Refrigerators Double Door 465 L BESPOKE AI Double Door Refrigerator Online In Various Size, Colors & Designs At Best Prices RT51DG682AB1 Explore Specs & Shop Best Refrigerators  At Samsung India.",0.48096767,0.12960394,0.07176889,0.0489602,0.48096767,0.5520626,0.80738604,0.1771739
four door fridge,465 L BESPOKE AI Double Door Refrigerator RT51DG682BB1,Home Appliances,Refrigerators,Double Door,"465 L BESPOKE AI Double Door Refrigerator Online In Various Size, Colors & Designs At Best Prices RT51DG682BB1 Explore Specs & Shop Best Refrigerators  At Samsung India.","465 L BESPOKE AI Double Door Refrigerator RT51DG682BB1 Home Appliances Refrigerators Double Door 465 L BESPOKE AI Double Door Refrigerator Online In Various Size, Colors & Designs At Best Prices RT51DG682BB1 Explore Specs & Shop Best Refrigerators  At Samsung India.",0.4818198,0.1295612,0.07255122,0.048513893,0.4818198,0.5443094,0.80528694,0.17683668
four door fridge,396 L BESPOKE AI Double Door Refrigerator RT41DG6A2BB1,Home Appliances,Refrigerators,Double Door,"396 L BESPOKE AI Double Door Refrigerator Online In Various Size, Colors & Designs At Best Prices Rt41Db6A4B22 Explore Specs & Shop Best Refrigerators  At Samsung India.","396 L BESPOKE AI Double Door Refrigerator RT41DG6A2BB1 Home Appliances Refrigerators Double Door 396 L BESPOKE AI Double Door Refrigerator Online In Various Size, Colors & Designs At Best Prices Rt41Db6A4B22 Explore Specs & Shop Best Refrigerators  At Samsung India.",0.7039983,0.12889382,0.06903609,0.042521827,0.7039983,0.25794795,0.55407184,0.36308458
